id,product_name,description,category,price
ff59fe6d-d492-4235-b2c9-275012472437,Chic Jumpsuit,An elegant jumpsuit that can be dressed up or down.,Clothing - Jumpsuits,89.99
792014c9-19bc-4dee-9c67-75ef6b7ee247,Wall Decals for Kids,Fun and colorful wall decals for children's rooms.,Home,24.99
fb0c475a-cdb4-4f18-bef5-0c781c0a5733,Wireless Car Charger,Convenient charging pad for wireless charging in vehicles.,Automotive,24.99
b4ae2045-0b27-46e5-94d2-6dfe9d51d162,Herbal Tea Variety Pack,"Assorted herbal teas, perfect for a warm and relaxing drink.",Food - Beverages,4.99
5ba00004-d7fa-4afa-8d20-4adffc1ae837,Classic Slim Fit Shirt,A tailored slim fit shirt for a polished look at work.,Clothing - Shirts,49.99
dc158c8f-06cd-4199-b909-c9d766cd750a,Glass Water Bottle,Borosilicate glass water bottle with silicone sleeve.,Fitness,25.99
1199e268-2817-4d5e-a2b0-98710460acad,Puffer Winter Coat,A warm and stylish puffer coat perfect for winter weather.,Clothing - Outerwear,99.99
7d6abea0-626b-4617-9fe4-8e12232262b9,Smoked Gouda Cheese,Rich and creamy smoked Gouda cheese perfect for snacking.,Food - Dairy,5.49
0dc99814-4648-4efd-ba4e-0ca367bb4451,Vegetable Broth,Rich vegetable broth for soups and stews.,Food - Canned Goods,2.29
d6cb14c5-db6a-4001-8d88-5d94227b4c7d,Laundry Detergent,Effective laundry detergent for a deep clean.,Food - Household,12.99
013fd21c-c518-4a5a-a403-fcf2f6f6fb92,Crispy Kale Chips,"Baked kale chips seasoned for a healthy, crunchy snack.",Food - Snacks,2.99
524be5b8-d40e-4aea-8fc0-6715565c49ee,Sunglasses Case,Hard-shell case for protecting sunglasses.,Accessories,15.99
32423855-88d4-411e-a0b8-d72c61258d98,Rolling Cooler,Wheeled cooler for transporting drinks and snacks.,Outdoor,59.99
facefbcc-2772-4df1-97c0-1c3788da8887,Carrot and Celery Sticks,Fresh pre-cut carrot and celery sticks for easy snacking.,Food - Produce,2.99
cfa110cd-659a-44d6-a460-c9c6cd2fe9ad,Organic Almonds,"Crunchy and nutritious almonds, perfect for snacking.",Food - Nuts,8.99
a6c3df5a-9171-4646-b706-6b535ee6d671,Pest Control Traps,Non-toxic traps for catching household pests safely.,Home,22.99
a3ef3020-4105-4c9a-9221-22ae523b01d0,Set of Decorative Storage Bins,Colorful bins to keep your space organized.,Home,34.99
4dafbaac-1cf9-4837-8be6-13c2bd217509,Artisan Bread,"Freshly baked artisan bread, perfect for sandwiches or toasting.",Food - Bakery,4.59
032684fc-dc42-4b48-96c0-2129ab739585,Cinnamon Raisin Bread,"Sweet bread with cinnamon and raisins, great for breakfast or snacks.",Food - Bakery,3.79
24f0b96c-1f91-4e4a-bd41-8a67ca534c2e,Banana Peanut Butter Smoothie,Frozen smoothie mix with bananas and peanut butter for a quick drink.,Food - Frozen Foods,5.49
2c8e9b5b-b4ef-4b3d-8c74-e056d7bf25d8,Puzzle Game Set,Challenging puzzle game set for family entertainment.,Toys,34.99
2f02f9b9-3826-4448-a961-4400c077d877,Traditional Hummus,Creamy chickpea dip blended with tahini and garlic.,Food - Dips,3.29
add34668-f983-4b7c-ab21-f4d37d361277,Hair Dryer,Compact hair dryer with multiple heat settings.,Beauty,39.99
811e880e-95da-4047-81e1-65b92c6aa400,Cotton Pajama Set,Soft cotton pajama set for cozy nights in.,Clothing - Loungewear,49.99
7e95deb5-b4bb-45b0-bf64-2ea57d0fe086,Cinnamon Roll Dough,Ready-to-bake cinnamon roll dough for easy breakfasts.,Food - Bakery,4.49
80fe51f9-ffb5-46b7-adb4-48eda24d0415,Window Blinds,Adjustable window blinds for privacy and light control.,Home,59.99
d33762c8-c328-451b-a41e-a49f1b030c76,Fried Rice,"Pre-cooked vegetable fried rice, just heat and serve.",Food - Frozen Foods,4.29
8f1394e8-0c61-4386-8ed2-a670c3c17240,Self-Watering Planters,Planters with a self-watering feature for easy care.,Garden,49.99
4702763a-2af6-4913-a0ce-53970c4021b8,Cinnamon Sugar Tortilla Chips,"Crispy chips with a sweet twist, perfect for dipping.",Food - Snacks,3.29
a56b54bb-8021-4cfd-a149-6f23bf489e14,Oatmeal Raisin Cookies,Delicious cookies packed with oats and raisins.,Food - Baked Goods,3.49
0d67e609-27c9-4c81-bd85-0ce6b7b10fd9,Herb Garden Planter Box,Elevated planter box for growing herbs or small plants easily.,Garden,49.99
b092bfeb-a5c3-45e0-b7dd-1e9416fd7cbb,Set of Gardening Gloves with Claws,Multi-functional gloves for planting and digging without tools.,Garden,15.99
b9aa6111-8246-40da-99a4-493c2c90ac49,Portable Blender,Battery-operated blender for smoothies on the go.,Kitchen,30
203be707-9a87-4c5e-876a-232edba5657b,Grilled Vegetable Medley,"A mix of grilled vegetables, ready to heat for quick side dishes.",Food - Vegetables,4.49
c3a55ba1-353b-4a96-90c4-257eeb5fb40e,Reusable Produce Bags Set,Eco-friendly mesh bags for shopping produce at the market.,Kitchen,14.99
4fac452c-d6da-4b43-a9a5-2e71b77f9d7e,Trendy Bomber Jacket,A fashion-forward bomber jacket to elevate your casual looks.,Clothing - Outerwear,69.99
3f326701-1a2b-49b7-9e22-1472e0687841,Tomato Basil Soup,"A classic soup combining tomatoes and basil, great with grilled cheese sandwiches.",Food - Canned Goods,3.49
c3a3cc1a-7b7a-4290-8ca1-0fe2243d37ed,Wall Art Stickers,Removable wall art stickers for home decoration.,Home,19.99
3c194afd-fdba-48f9-ad64-0dd99c7147ba,Cucumber Relish,"Sweet relish made from cucumbers, perfect for sandwiches.",Food - Condiments,3.39
e2c4e2fd-8314-4684-9296-06e9f67d648b,Apple Cinnamon Breakfast Muffins,Delicious muffins filled with apples and a hint of cinnamon for breakfast.,Food - Bakery,3.49
68a27a3f-6a55-4acf-9532-be4208a4d949,Puff Pastry,Versatile puff pastry for pies and pastries.,Food - Bakery,5.49
f49c64b0-3003-4b9c-80cf-c90cb49014ad,Smartphone Gimbal Stabilizer,Stabilizer for smooth video recording with smartphones.,Photography,89.99
ed1c992b-a67d-4d2e-9a7e-d8fda1700422,Ultra-Thin Laptop Sleeve,Sleek and protective sleeve for laptops and tablets.,Accessories,19.99
5b498183-fde2-4255-ace9-f0e1e59258f7,Mango Chili Salsa,"A sweet and spicy salsa made with mangoes and a hint of chili, great with chips or grilled chicken.",Food - Condiments,4.29
3e511130-2f5d-45ea-82c1-b9ba1cbc22a4,Chipotle Sauce,Spicy sauce made with chipotle peppers,Food - Condiments,3.29
6ca325dc-88ba-4929-a631-f8145a2ff10f,Honeycrisp Apple Chips,Crispy and sweet dried apple slices,Food - Snacks,3.49
e82b073c-d226-4d12-ad4c-75d17d7c780c,Pet Travel Bed,Portable bed for pets while traveling.,Pets,26.99
7f5d0532-dccf-448b-b27a-c996611b95d5,Adjustable Garden Rake,Heavy-duty rake with adjustable width for different gardening needs.,Garden,22.99
128bd407-256f-417d-8bf5-f0304b039bf4,Reclining Camping Chair,Foldable reclining camping chair with cup holder.,Outdoor,49.99
6c17ea48-4eb1-46b5-827c-b5e7d217aa33,Smart Plant Monitor,Device that tracks soil moisture and provides care tips.,Garden,24.99
4666302b-7e5f-46fd-be61-38bf62ddb6c3,Chili Garlic Sauce,"Spicy sauce made with chili peppers and garlic, great for stir-frying.",Food - Condiments,2.49
607af44a-df83-4b32-af37-988ded676902,Chia Seeds,"Nutty flavored chia seeds, packed with nutrients.",Food - Grains,6.99
3b5a9e0d-9231-42bf-a6e5-8510f9cbbf75,Dog Car Seat Cover,Waterproof cover to protect car seats from pet hair and dirt.,Pets,39.99
57efba64-ca66-41a8-ab04-45d3744020c6,Traditional Hummus,Creamy chickpea dip blended with tahini and garlic.,Food - Dips,3.29
c50fc374-4c6f-4d09-97ce-9e66b00acd28,Buffalo Wing Sauce,Spicy sauce perfect for chicken wings and dipping.,Food - Condiments,3.99
