id,product_name,description,category,price
a16c0e20-a2ab-4a27-b3cf-73e4ee66347e,Folding Pocket Knife,Compact knife with safety lock for everyday use.,Tools,24.99
ea4a3bab-7d67-4827-a5af-c5fceaf4a2aa,Survival Gear Kit,Essential survival gear kit for emergencies.,Outdoor,59.99
b689afce-5fb2-47ba-88ce-ac3a3c8da535,Pasta Salad Kit,All-in-one kit for making pasta salad easily.,Food - Prepared Foods,5.99
87635b17-ea97-4774-bb2e-2ea27235da24,Natural Peanut Butter,Creamy peanut butter with no added sugar or oils.,Food - Spreads,4.29
78fdfe96-f373-4d31-a0d5-3f45cd4fb0be,Wrist Support Brace,Comfortable support brace to relieve wrist pain.,Health,19.99
ba43f2ca-7a63-4861-9818-eb93a3ef771d,Tailored Blazer,Sharp tailored blazer perfect for office wear and professional events.,Clothing - Outerwear,99.99
6f46ce25-c69d-4a8f-9de0-1aaf7b22679e,Wireless Mouse,Ergonomic wireless mouse with adjustable DPI.,Electronics,25.99
8278127b-61cb-44ac-b886-51fc05183cad,Compact Shoe Rack,Space-efficient shoe rack to keep entryways organized.,Home,34.99
8fd483e4-0e5a-4487-94a6-059a38790d07,Honey Mustard Chicken Breasts,Marinated chicken breasts coated in a sweet honey mustard glaze.,Food - Meat,8.99
63b4fbbb-a3e8-4008-842b-7040c5e52ea0,Crispy Onion Rings,"Frozen onion rings, crispy and ready to bake.",Food - Frozen Foods,4.29
b14c4c46-779a-4332-a454-17be311424de,Cranberry Pecan Granola,Crunchy granola with cranberries and pecans.,Food - Breakfast Foods,3.99
87d4ef83-bb41-4dd4-a888-a03f7f56eec2,Deep Tissue Massage Gun,Rechargeable massage gun for relieving muscle soreness.,Health,89.99
a6502003-8fde-48ed-97e5-0821d464f493,Grass Fed Beef Patties,Juicy burger patties made with grass-fed beef,Food - Meat,9.99
32f6e288-908a-455b-91ce-58ec11c877ec,Basil-infused Olive Oil,Extra virgin olive oil infused with fresh basil.,Food - Cooking Oil,6.99
8ebd44e9-028d-4584-a090-32a6baa32bee,Wall-Mounted Bookshelf,Floating bookshelf to display your favorite books.,Home,39.99
71b95340-781b-45e5-8217-d5f7fefdd35c,LED Strip Lights Kit,DIY LED strip lights with remote control.,Home,29.99
31d0e4a0-675f-4057-b26a-4f0a98f4ed4e,Raisin Cinnamon Granola,Crunchy granola with raisins and cinnamon for a delightful breakfast.,Food - Cereals,3.79
d4b4b2c1-17c1-419c-b0d1-fada49c60cef,Cotton Tote Bag Set,Reusable tote bags for shopping and eco-friendly living.,Accessories,29.99
6d492814-9793-4cb4-8efc-7aa02911b094,Popcorn Chicken,"Crispy chicken bites, perfect for dipping.",Food - Frozen,6.49
a7edd6fa-1e66-4546-9827-896f897d7d6e,Cotton Basic Tank,"Essential cotton tank top, perfect for layering.",Clothing - Tops,14.99
0aa3d447-94a4-481b-b067-c38f93d2fadb,Coconut Granola,Crunchy granola mixed with coconut flakes.,Food - Snacks,4.19
