id,product_name,description,category,price
ef5bff30-3101-46f4-8b27-cd6fb8c8bdb3,Reversible Comforter Set,Soft comforter set for a cozy bedroom look.,Home,89.99
11a9b534-7a6c-49f6-9b78-2e003a54a603,Protein Powder,High-quality whey protein powder for muscle recovery.,Fitness,44.99
089b32c2-16cd-4e64-b6f4-1d1001757eba,Plant-Based Protein Bars,Nutritious protein bars for on-the-go snacking.,Health,19.99
5ad3deb5-0f72-4b8d-b253-ed84620f3f90,Wireless Gaming Headset,Comfortable headset with surround sound for immersive gaming.,Gaming,89.99
141351a5-98d5-40dc-a463-32041b76c1da,Cold Brew Coffee Concentrate,"Rich and smooth cold brew coffee concentrate, just add water or milk.",Food - Beverages,7.99
05837ffc-252d-4003-ad3e-f9c3735f8134,Fashionable Scarves Set,Stylish scarves to accessorize any outfit.,Clothing,24.99
36f5cc0f-4a2e-4523-ac21-e724bc644372,Spicy Tuna Salad,"Ready-to-eat tuna salad with a spicy kick, perfect for sandwiches.",Food - Seafood,4.49
62750937-212b-4450-8fac-cc11ffcdf08b,Silicone Baking Mat,Non-stick baking mat for easy cooking and cleanup.,Kitchen,15.99
e0c8f7eb-2e21-4ada-b604-4dc8baa92419,Solar Power Bank,Eco-friendly power bank that charges via sunlight.,Electronics,39.99
ae5f36bc-51e2-453a-9dc3-164b84b4c3f4,Smoked Paprika Chicken Thighs,Marinated chicken thighs with smoked paprika for a smoky flavor.,Food - Meat,6.99
ea26aa0a-97a0-40ee-abca-2844cd03b3d9,Coconut Cream,"Rich cream extracted from coconut milk, ideal for desserts.",Food - Baking & Cooking,2.99
6aa2c320-8452-4713-8db0-ea313645d7bc,Baking Powder,Essential ingredient for baking fluffy cakes and pastries.,Food - Baking Goods,1.79
f93c9d2d-d042-4055-998d-36c166a9437c,Ready-to-Eat Chili,"Spicy chili in a can, ready to eat for a filling meal.",Food - Soups,2.99
7e36d439-d3ee-4922-9e0f-a1b7c3945f64,Electric Griddle with Lid,"Non-stick griddle for pancakes, burgers, and more.",Kitchen,49.99
69e42c4a-3cf6-4f96-8e12-7517277c0b2e,LED Disco Ball Light,Fun light that creates a disco atmosphere for parties.,Home,19.99
be0b8c5c-57ee-4d29-880b-5e42bc7d81e7,Handmade Soap Making Kit,Complete kit for crafting your own scented soaps.,Crafts,34.99
db101556-e9c9-41d1-9e76-52db6c7fcec9,Balsamic Glaze,Sweet and tangy balsamic reduction for drizzling.,Food - Condiments,4.79
f58a78d6-9c39-4a5d-816d-2ee504493203,Instant Read Meat Thermometer,Fast and accurate thermometer for grilling and cooking.,Kitchen,24.99
dc1bfdf5-24ef-41bf-ac84-17826f79e894,Vegetarian Pizza,Frozen pizza loaded with vegetables and cheese.,Food - Frozen Foods,5.49
8f89b541-5a05-482d-ab42-11002acb5d23,Professional Chef Knife,High-carbon stainless steel chef knife for precision cutting.,Kitchen,89.99
