id,product_name,description,category,price
fbc2c95b-91b2-4582-b56d-16ddc2c35db7,Smart LED Desk Lamp,Adjustable lamp with multiple brightness levels and colors.,Office,39.99
737dba76-191d-4df6-9fb0-d8eaec8a6a5b,Almond Butter Cookies,Soft cookies made with almond butter,Food - Snacks,4.49
f32c8d41-59ef-469d-a013-e92788ac00da,Sous Vide Cooker,Precision cooker for perfect sous vide cooking.,Kitchen,79.99
8b037526-8d7b-437a-ba71-eb4e73ea614a,Car Vacuum,Portable car vacuum cleaner with strong suction.,Automotive,49.99
a7365eb7-85d3-49be-b978-079d7631a4a8,Sliced Olives,"Pitted black olives, perfect for salads and pizzas.",Food - Condiments,1.99
17bed0a3-a277-4a1b-a06e-56b4ae2b6507,Spicy Thai Noodles,Instant noodles with a spicy Thai sauce for quick meals.,Food - Frozen Meals,1.99
69cf091c-e20e-4153-8951-fc47e0fd21d2,Vintage Graphic Tee,Retro-style graphic tee with a soft wash for a vintage feel.,Clothing - Tops,25.99
0627b58f-518e-4fc5-acda-03ef7bfe4336,Sriracha Sauce,Spicy chili sauce for an extra kick in your meals.,Food - Condiments,3.19
b3c937a5-1b69-4c0e-959c-8d8a9d6ef4ed,Pet First Aid Kit,Essential kit for taking care of your pets' health emergencies.,Pets,29.99
a118cd08-4245-4763-9394-16dc6f070c30,Smart Fitness Scale,Bluetooth scale that tracks body composition through an app.,Fitness,49.99
cdf7b4eb-a67e-4f80-9bea-9cdf9ff7c7cb,Caramel Sauce,Rich sauce for desserts and ice cream.,Food - Condiments,3.49
73bf7c5d-9ceb-44d9-a669-581aae747550,Magnetic Chess Set,Portable chess set with magnetic pieces for travel.,Toys,19.99
a36536ec-3d1b-4aab-a97a-f92394c703ac,Vegetable Stir-Fry Sauce,Savory sauce for vegetable and meat stir-fries.,Food - Sauces,3.49
d8bb2050-8ce2-4851-828e-de49a36183ee,Adjustable Pedicure Footrest,Ergonomic footrest for easier pedicure treatment.,Beauty,39.99
02a3725f-c643-4a94-8307-1dedae102c0f,Compact Folding Table,Versatile folding table great for events or outdoor activities.,Outdoor,49.99
9f88c35b-a20b-46c8-9677-e5add38a2e07,Electric Heat Pad,Microwaveable heat pad for soothing muscle aches.,Health,24.99
cd2c9d97-1cb2-44a2-b87b-19723ff89ec2,Electric Can Opener,Automatic can opener for easy meal prep.,Kitchen,29.99
c7a41ac1-56bc-4d58-a58c-ead4ceb4a207,Classic Beef Chili,Hearty chili made with premium ground beef and kidney beans.,Food - Canned Goods,7.99
07f75e8b-786f-48ef-8397-dc02e97b6252,Leather Crossbody Bag,A chic leather crossbody bag for everyday use.,Clothing - Bags,89.99
11976265-4f40-41ce-b802-7fa51e7b178f,Adjustable Stand for Tablets and Smartphones,Multi-angle stand for easy viewing of devices.,Electronics,19.99
fcae0040-8b1e-4c30-b431-bc051f7d665e,Hibiscus Herbal Tea,"Floral and refreshing herbal tea, great hot or iced.",Food - Beverages,3.29
940fb2db-d06a-48fd-97e3-44e6c7ceaea3,Trail Mix (Deluxe),"A delightful mix of nuts, fruit, and chocolate.",Food - Snacks,4.59
219f5cdf-4287-4aed-aa50-89efc25b2650,Ramen Noodle Soup Cups,Instant ramen cups with flavor-packed broth.,Food - Prepared Meals,1.29
1fd9fa42-154c-4636-a48b-5f11d9e7f698,Chocolate Dipped Fruit,"Fruits dipped in rich chocolate, perfect for desserts.",Food - Snacks,5.99
8bad6697-b4c5-4033-a181-56229d2e78b0,Cordless Electric Screwdriver,Rechargeable screwdriver with multiple bits for DIY projects.,Tools,39.99
dba8ee4b-cc53-4d4a-9460-43fdd517822b,Beef Taco Skillet,A convenient meal kit for making a delicious beef taco skillet at home.,Food - Meal Kits,8.49
92c747dc-8f56-4ee0-9694-04e541ca6f23,Pet Tracking Collar,GPS pet collar that helps locate your pet via smartphone app.,Pets,59.99
5c200485-d836-46e1-a21e-75e2c4d9b310,Vegan Mayonnaise,Plant-based mayonnaise for a creamy taste.,Food - Condiments,4.49
bc3994e8-409e-4298-9dae-9bf5ffa19b28,Kids' Educational Tablet,Learning tablet with kid-friendly educational apps.,Electronics,129.99
416da77f-bcde-49f4-bf9e-291229874d0d,Classic Caesar Dressing,Rich and creamy Caesar dressing for salads and wraps.,Food - Condiments,3.49
25e887f8-da90-4b55-ad79-9c3c4d8b7507,LED Desk Lamp,Dimmable LED desk lamp with USB charging port.,Home,35
5bd388e6-96c8-40c0-a034-628f5b5ad957,Mini Indoor Hydroponic Garden,Grow herbs indoors with this easy-to-use hydroponic garden system.,Garden,59.99
9e353fc1-2e33-4f4d-8033-ab47b7f01292,Ice Cream Scoop,Durable scoop for perfectly shaped ice cream servings.,Kitchen,12.99
7ed4a3b7-a543-4bec-b39c-1446fb8f0ad9,Travel Yoga Mat,Lightweight yoga mat for practicing on the go.,Fitness,34.99
12745134-d8c3-4daf-9895-8be81354c446,Wireless Smart Plug,Control home appliances remotely using your smartphone app.,Smart Home,19.99
7d980a98-b602-426e-984b-74dd92a566c3,Honey Almond Granola Bars,Chewy granola bars made with honey and almonds.,Food - Snacks,3.99
18a5cd43-d640-4145-a8d4-9daaa55376c8,Warm Wool Sweater,Cozy wool sweater to keep you warm on chilly days.,Clothing - Tops,59.99
b9580008-943c-4dd0-aaad-2178e04177ec,Training Soccer Ball,Durable training soccer ball for practice.,Sports,19.99
40d476e9-e013-4cd4-af00-d72097663efe,Garlic Butter Sauce,A rich sauce perfect for pasta or drizzling over vegetables.,Food - Condiments,3.59
6690824d-9974-4651-847d-25ec6872e0f6,Almond Butter Crunch Bar,Nutritious snack bar made with almond butter and protein.,Food - Snacks,1.99
b97974b6-537a-41d1-9e60-261363dcad4c,Spicy Kimchi,"Traditional Korean fermented vegetables, packed with flavor.",Food - Condiments,4.79
1aee68f1-27cf-42b1-bee2-a5d17e98394b,Antique Style Clock,Nostalgic clock that adds charm to any room.,Home,39.99
02a1c606-07ba-465f-a5b9-d06529ced155,Herbal Tea Infuser,Infuser for brewing loose-leaf herbal teas easily.,Kitchen,9.99
d6e6971b-87e8-4c01-8beb-5786210f2f12,Instant Read Meat Thermometer,Fast and accurate thermometer for grilling and cooking.,Kitchen,24.99
7f8d39fb-8f8b-43ce-b1b2-3b4ce3e995ae,Almond Flour,"Gluten-free almond flour, perfect for baking.",Food - Baking,5.99
701c8edc-cdae-4211-870e-6385d788f913,Bike Repair Tool Kit,Essential tools for bike maintenance and repair.,Outdoor,29.99
a1496049-8023-4ba0-9aeb-515758e50f3d,Electric Griddle,Large electric griddle for family meals.,Kitchen,54.99
ec65c9f8-170b-4e62-9244-3715f8938d63,Comfy Slippers,Soft and cozy slippers for indoor wear.,Footwear,29.99
0649a5b9-41cb-40be-b724-83ddf45aa314,Wall Art Stickers,Removable wall art stickers for home decoration.,Home,19.99
02084236-ddaf-40de-8ccf-9bf9a154aeae,Spicy Thai Coconut Soup,"A ready-to-eat soup with coconut milk, spices, and vegetables.",Food - Soups,3.99
415a55c9-1296-4feb-8853-5017e0c6a85f,Silicone Stretch Lids,Reusable silicone lids for covering food in bowls and storage containers.,Kitchen,14.99
1ca3b08a-e785-415e-a381-c32e933f95c6,Electric Stool Heater,Heated stool cover for extra comfort during winter.,Home,29.99
7a51f177-4a97-4c07-94a3-51ed072f384f,Cat Scratching Post with Toys,Multi-level scratching post to keep your cat entertained.,Pets,44.99
1f9af7de-894c-4230-9ba5-2f68babf77e2,Weighted Jump Rope with Counter,Jump rope that counts your jumps for tracking workouts.,Fitness,14.99
69fb28e6-9503-463b-9949-dac0670a9f34,Smart Home Hub,Connect and control smart devices from one app.,Smart Home,99.99
9d0573e0-19cb-48ec-9780-06f0f4df144d,Smart Thermos,Thermos that tracks your water intake and temperature.,Fitness,39.99
2b7b350e-6449-449b-bcc9-bde0f4825417,Cranberry Juice,Refreshing cranberry juice with no added sugar.,Food - Beverages,3.69
5257ae25-8510-4f53-81fc-25f52563d7f2,Decorative Throw Pillows,Set of stylish throw pillows for home decor.,Home,29.99
fe653ad6-6480-47ac-9035-78df6712eca4,Asian Salad Mix,Fresh greens and veggies for a quick Asian-inspired salad.,Food - Produce,3.99
a4fb1a19-90cc-4349-9d4e-c1de42e2f569,Folding Backpack Chair,Versatile chair that easily folds up for carrying.,Outdoor,49.99
b6352757-8a68-419b-a43b-97dce91e5f46,Rustic Italian Breads,Freshly baked artisan bread with a crisp crust and soft center.,Food - Bakery,3.99
da816e17-77ba-4b80-9799-7f50817996d3,Portable Projector,Compact projector for movies and presentations on the go.,Electronics,199.99
1b6daecb-253e-48e9-828b-270bd73b180f,Maple Chipotle Glaze,A sweet and spicy glaze that's perfect for grilling or marinades.,Food - Condiments,3.49
23201760-53d3-4c68-86eb-a51d88bcf6af,Fall-Themed Table Runner,Decorative table runner perfect for autumn gatherings.,Home,19.99
a92d7378-5824-4d7b-a971-787d3c0f7d5e,Smart Air Purifier,Filters allergens and pollutants from the air for a healthier home.,Home,199.99
867c1c4d-615a-417e-8687-707bfa5f3401,Bluetooth Shower Speaker,Water-resistant Bluetooth speaker for showers.,Audio,24.99
06855b1f-6472-428b-81ac-765f9c29e044,Indian Curry Sauce,Authentic Indian curry sauce for quick meals.,Food - Condiments,3.69
fe39c814-7330-4aa8-a548-a3dfe02dacc6,Brown Sugar,"Raw brown sugar, perfect for baking or sweetening drinks.",Food - Baking,1.79
02eaee0a-2ac7-420d-9283-0cb6cb5b4534,Mini Cordless Vacuum Cleaner,Handheld vacuum cleaner for quick and easy cleaning.,Home Appliances,45.99
83479d43-d9b3-4a4d-93b4-463012b5946f,Computer Monitor Stand,Ergonomic monitor stand for improved workspace organization.,Office,29.99
8894e273-ab59-454b-ad23-f4e47e0e77a2,Vegetarian Stuffed Peppers,"Bell peppers stuffed with rice, beans, and spices, ready to bake.",Food - Prepared Foods,4.99
99794585-898e-4677-abeb-d8b191a903b6,Almond Flour Pizza Crust,"Low-carb pizza crust made from almond flour, gluten-free.",Food - Frozen Foods,7.99
e9612ab8-2796-4dc3-8a84-4c398a1543d3,Asian Noodle Salad Kit,A pre-packaged salad kit with noodles and Asian-style dressing.,Food - Salads,4.99
e78e8a00-f383-4138-9f83-128edd2fd987,Skincare Fridge,Small fridge designed to keep skincare products cool and fresh.,Beauty,39.99
e45379db-d9cf-478f-b91f-ce8b2f7c1c97,Vegan Alfredo Sauce,"Creamy, dairy-free Alfredo sauce",Food - Sauces,4.99
e78da4b8-5b3f-454e-9b27-7bc507a7ad45,Vegan Protein Powder,Plant-based protein powder for post-workout recovery.,Health,34.99
e7b94a68-e63d-45e3-b1f3-9daab94862f4,Sweet Cherry Tomatoes,Fresh and juicy cherry tomatoes for salads and snacking.,Food - Produce,2.99
ceb64c5f-3537-48e2-b2a4-20909c837677,Portable Camping Stove,Compact camp stove for outdoor cooking.,Outdoor,49.99
370ebb8c-21ed-40de-95a9-ae22272937e1,Electric Bike,Eco-friendly electric bike with a 30-mile range.,Bicycles,899.99
69f6d3ae-48ce-4aa3-a745-3d96bfca20a6,Handheld Vacuum,Cordless handheld vacuum for quick cleanups.,Home Appliances,79.99
d4a92222-f138-410c-a6d9-a725ecf872be,Cranberry Almond Cookies,Delicious cookies with cranberries and almonds in every bite.,Food - Bakery,4.29
dd66b623-6673-4d8a-ba38-3bfe7e7dd4b9,Maple Pecan Oatmeal Cookies,Soft oatmeal cookies with maple and pecans.,Food - Bakery,3.99
f0829918-778a-4ddc-b651-3f6635aa1ebc,Salsa Verde,"Tangy green salsa made with tomatillos, perfect for tacos.",Food - Condiments,3.49
d3dd0ea6-11c0-4d54-ac1b-da330bcbd3d5,Overnight Duffle Bag,Spacious duffle bag for weekend getaways.,Travel,34.99
dd984000-e6d1-48f3-aa35-bd80cdb078a1,Cheesy Cauliflower Bake,"A frozen cheesy bake made with cauliflower, great as a side dish or a vegetarian meal.",Food - Frozen Vegetables,5.49
dcfe6f0f-b0fa-49ec-97d3-15034b1626da,Dried Cranberries,"Sweet and tart dried cranberries, great for salads and baking.",Food - Snacks,4.29
