id,product_name,description,category,price
e3636513-696e-4a62-a117-b2b9541a4b3f,Lightweight Backpacking Tent,Easy-to-set up tent designed for campers and hikers.,Outdoor,129.99
e7d769bb-aebb-46c3-98e4-c13224b6dac7,Brown Sugar,"Raw brown sugar, perfect for baking or sweetening drinks.",Food - Baking,1.79
3ff7b9a9-5807-4ecb-a180-0f52e83b74c8,Basil Pesto Pasta,"Pasta tossed with fresh basil pesto, simple and delicious.",Food - Prepared Meals,6.49
0bb714c5-de7b-431c-aca0-8373710ab3d5,Digital Voice Recorder,High-quality voice recorder for lectures and meetings.,Electronics,49.99
015d5741-b0f2-4ac3-ab66-fc35fe515d6c,Hot Dog Buns,Soft buns perfect for stuffing with your favorite hot dogs.,Food - Bakery,2.49
43117873-6af1-4b42-bed0-834573bc6754,Athletic Sports Bra,"Supportive sports bra designed for high-impact workouts, made with moisture-wicking fabric.",Clothing - Activewear,24.99
9be75d45-42f1-4e9e-b70d-3c1329db606e,Biodegradable Trash Bags,Eco-friendly trash bags that break down naturally.,Home,12.99
688dde04-2cf8-436f-9027-f8dee37c9664,Smart Plug,Wi-Fi enabled plug for controlling devices from your smartphone.,Smart Home,19.99
f04b2e63-2751-4bc5-8f56-547004f657b0,Multifunctional Pocket Tool,Compact pocket tool with various built-in functions.,Tools,19.99
14f1dfff-244a-4f19-a119-507cc9579824,Car Phone Mount,Adjustable phone mount for car dashboard.,Automotive,15.99
9c618adc-3ff7-43b2-a89a-9d76ffb4132c,Tennis Racket,Lightweight tennis racket for beginners and advanced players.,Fitness,89.99
7cdf8075-4648-4db5-ab3c-640500416d29,Indestructible Dog Toy,Durable toy designed for heavy chewers.,Pets,15.99
9dfeb3f5-df9f-4206-93b8-00b6aab44b65,Sea Salt Caramel Brownie,Moist brownie topped with sea salt and caramel drizzle.,Food - Bakery,2.49
4771edab-eecf-452b-abfa-b319556de039,LED Flashing Pet Collar,Safety collar with flashing lights for pets during night walks.,Pets,14.99
9c3ac42b-9a68-4016-94f4-33180e79abe2,Stainless Steel Cutlery Set,High-quality cutlery set for daily use or special occasions.,Kitchen,29.99
394ba5b9-5fd4-4705-8b4f-f8ebd78ba3f9,Stylish Wide-Leg Trousers,Fashionable wide-leg trousers for a chic silhouette.,Clothing - Bottoms,59.99
e6973dba-8bf0-4481-b4c0-f65787d9d2bc,Portable Dog Water Bottle,Convenient water bottle for pets on the go.,Pets,18.99
0b2120fb-b98a-469c-bb1e-5ba678d40861,Italian Herbal Seasoning,A fragrant blend of Italian herbs for pasta sauces and marinades.,Food - Spices,1.99
c830ac3f-ffde-47f3-a555-de8a64c0900e,Desk Organizer Set,Stylish desk set to keep your workspace tidy and organized.,Office,29.99
094332fc-f959-4ae1-8d3d-6c31151ce5c0,Home Cleaning Robot,Automated cleaning robot for hassle-free home maintenance.,Home Appliances,249.99
f6c48300-0d31-4d08-a4d4-f13d82762335,Frozen Spinach,"Chopped and frozen spinach, ideal for cooking and smoothies.",Food - Frozen Foods,1.99
4253a1ff-2314-4850-a113-5af857f0eae1,Apple Sauce,"Unsweetened apple sauce, great for snacks or baking.",Food - Canned Goods,2.19
cb4c9eca-a596-4558-a345-87d458d064eb,Luxury Yoga Mat,"High-density, non-slip yoga mat for stability and comfort.",Fitness,39.99
d887c89c-3155-45e9-aeb4-5b3dd0275137,Travel Makeup Organizer,Compact organizer for cosmetics during travel.,Beauty,25.99
2c573f51-7b41-4e63-a7af-94659dae6d9d,Maple Glazed Carrots,Tender carrots glazed with a sweet maple sauce.,Food - Prepared Foods,3.29
edaf8e60-7aaa-4bfa-9f1a-106d8fefdac4,Smartphone Gimbal Stabilizer,Stabilizer for smooth video recording with smartphones.,Photography,89.99
98f27c13-755c-4295-84a7-2ed531ad219e,Spicy Tuna Salad,"Ready-to-eat tuna salad with a spicy kick, perfect for sandwiches.",Food - Seafood,4.49
34751fac-f207-4261-a4d4-76aad258beae,Canned Sardines,Savory sardines packed in olive oil.,Food - Seafood,3.29
3c02f7e9-05c3-4e6f-bfa7-e7a09b750f56,Peach Salsa,Sweet and spicy salsa made with fresh peaches.,Food - Dips,3.29
2d353cd5-ef24-4619-bfd0-cc80b78b028e,Salsa,"Fresh and zesty salsa, perfect for nachos.",Food - Condiments,3.49
aff4561f-0f75-4e0a-b9a5-1f12ffb93af0,Vegetable Stock,Rich vegetable stock for cooking soups and stews.,Food - Cooking Essentials,2.49
b3ea41b2-8b42-47f7-b848-a62caa2da0a8,Apple Cinnamon Granola,A wholesome granola with bits of apple and a touch of cinnamon.,Food - Breakfast,4.49
